Make,Model,Year,Pros
Lexus,LX,2011,"Despite its high-society exterior, the LX 570 is more than capable off-road. Its powerful V8 engine, real four-wheel-drive system and substantial towing capacity quietly underscore the ""utility"" in SUV. Additionally, flexible seating and cargo configurations make the interior very adaptable."
Lexus,LX,2010,"If you're looking for Lexus ride and interior quality teamed with off-road and towing capabilities, the 2010 LX 570 can fulfill your needs. The third-row seating and ample rear cargo room come in handy for extra passengers and hauling large items."
Lexus,LX,2009,"If you're looking for Lexus ride and interior quality teamed with off-road and towing capabilities, the 2009 LX 570 can fulfill your needs. The third-row seating and ample rear cargo room come in handy for extra passengers and hauling large items."
Lexus,LX,2008,"If you're looking for Lexus ride and interior quality teamed with off-road and towing capabilities, the 2008 LX 570 can fulfill your needs. The third-row seating and ample rear cargo room come in handy for extra passengers and hauling large items."
Lexus,LX,2007,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2005,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2004,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2003,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2002,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2001,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,2000,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,1999,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,1998,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,1997,"See how style, options and other factors can impact pricing in your area."
Lexus,LX,1996,"See how style, options and other factors can impact pricing in your area."
Lexus,NX,2020,Get Kelley Blue Book® Pricing
Lexus,NX,2019,"The Lexus NX offers excellent build quality, superb reliability, decent standard equipment, strong resale values and a pleasant dealership experience. And who doesn’t? The NX 300h hybrid version, meanwhile, keeps emissions low with 31 mpg (city/highway combined)."
Lexus,NX,2018,The 2018 Lexus NX 300 serves up the luxury brand’s most desirable features in a compact-luxury-crossover SUV as efficient as it is fun to drive. The NX 300h hybrid’s 31-mpg combined fuel-economy figure places it at the top of its class.
Lexus,NX,2017,Lexus’ NX 200t and NX 300h for 2017 deliver all the high-tech features and elegant luxury expected of a Lexus in a compact package that is both fun to drive and easy to live with. The hybrid’s city fuel economy surpasses its rivals by a wide margin.
Lexus,NX,2016,"The 2016 Lexus NX is a comfortable, high-tech and sophisticated compact-luxury-crossover SUV, combined with the legendary reliability that made Lexus famous, and all wrapped in cutting-edge styling, Sound good? Then check it out."
Lexus,NX,2015,"If the idea of an eye-catching, comfortable and technologically sophisticated compact-luxury-crossover SUV sounds good to you, but you crave the reliability that's synonymous with the name ""Lexus,"" then the new Lexus NX 200t or NX 300h may be just what you're looking for."
Lexus,RX,2020,Get Kelley Blue Book® Pricing
Lexus,RX,2019,"“Smooth, quiet and comfortable.” That effectively sums up the 2019 Lexus RX, which also boasts a sumptuous interior and a wealth of standard safety features. Looking for excellent fuel economy? Get the RX 450h hybrid. Or something sportier? The F Sport models are aptly named."
Lexus,RX,2018,"The 2018 Lexus RX is smooth, quiet and comfortable with a luxurious interior and a long list of safety features. If fuel economy is a high priority, the RX 450h hybrid is a class leader, and the sporty F Sport models handle well and are fun to drive. All RXs enjoy excellent resale values."
Lexus,RX,2017,"If you’re seeking a 5-passenger luxury SUV that delivers a smooth ride, comfortable cockpit and loads of luxury and safety features, then the 2017 Lexus RX 350 and RX 450h hit the mark. Money savvy consumers will appreciate the RX’s excellent resale values and low maintenance costs."
Lexus,RX,2016,"If you want a 2-row, 5-passenger luxury SUV that emphasizes serene driving characteristics and has a cabin that coddles, it’s hard to beat the Lexus RX. This model has also set the standard for smart interior functionality, reliability and resale value."
Lexus,RX,2015,"If you desire a 5-passenger luxury SUV in the $40,000-$50,000 range that has comfortable and quiet driving manners, an excellent reputation for reliability, and the space to accommodate loads of shopping bags or sporting gear, it's hard to go wrong in a Lexus RX."
Lexus,RX,2014,"If you’re set on a moderately sized luxury SUV, but put off by the stiff ride common on so many 
luxury cars these days, take the 2014 Lexus RX for a spin. A smooth ride, good handling and a whisper-quiet interior make this the perfect choice, as do the RX’s excellent service and resale reputation."
Lexus,RX,2013,"If you want the feel of a luxury sedan yet desire the cargo capacity and ride height of a mid-size SUV, the Lexus RX is an excellent choice. RX ownership is further enhanced by the Lexus reputation for quality and its lofty resale value."
Lexus,RX,2012,The 2012 RX is a stylish and comfortable luxury crossover that offers an interior that's as intuitive as it is spacious. That's something that's hard to say for every competitor in the field. The RX 450h hybrid also offers impressive fuel economy for the segment.
Lexus,RX,2011,"If you're looking for a luxury 
crossover that doesn't require a degree in physics just to operate the radio, the simple yet elegant RX 350 makes a fine choice."
Lexus,RX,2010,"If luxury, utility, reliability and resale value are top considerations for your next car, the RX is definitely worth your consideration."
Lexus,RX,2009,"With its luxury-
sedan sophistication, SUV versatility, first-class creature and safety features plus a premium Lexus pedigree, the RX 350 deserves serious consideration from anyone shopping for a single vehicle with a truly multifaceted personality."
Lexus,RX,2008,"With its luxury-
sedan sophistication, SUV versatility, first-class creature and safety features plus a premium Lexus pedigree, the RX 350 deserves serious consideration from anyone shopping for a single vehicle with a truly multifaceted personality."
Lexus,RX,2007,"If you're looking for the premium features of a flagship luxury 
sedan with all-weather traction and generous interior space, you should consider the RX 350. It offers many characteristics of larger sport utility vehicles, without sacrificing comfort or convenience."
Lexus,RX,2006,"See how style, options and other factors can impact pricing in your area."
Lexus,RX,2005,"See how style, options and other factors can impact pricing in your area."
